,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,SalePrice
213,20,RL,43.0,13568,Pave,None,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716.0,Unf,0.0,274.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,0.0,1.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1996.0,Unf,2.0,576.0,TA,TA,Y,224,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,1980.0,11.957617696467539
214,60,RL,70.0,10900,Pave,None,IR1,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378.0,Unf,0.0,311.0,689.0,GasA,Ex,Y,SBrkr,689,703,0,1392,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Attchd,1977.0,Fin,1.0,299.0,TA,TA,Y,0,36,0,0,0,0,None,MnPrv,Shed,450,3,2010,WD,Normal,2081.0,11.993813394724253
215,20,RL,72.0,10011,Pave,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360.0,Unf,0.0,710.0,1070.0,GasA,TA,Y,SBrkr,1236,0,0,1236,0.0,1.0,1,0,2,1,Gd,6,Min1,1,Fa,Attchd,1957.0,Unf,1.0,447.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,5,2006,WD,Normal,2306.0,11.808955099378537
216,20,RL,65.0,8450,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946.0,Unf,0.0,490.0,1436.0,GasA,Ex,Y,SBrkr,1436,0,0,1436,1.0,0.0,2,0,3,1,Gd,8,Typ,0,None,Attchd,2004.0,Unf,2.0,484.0,TA,TA,Y,139,98,0,0,0,0,None,None,None,0,4,2008,WD,Normal,2872.0,12.25486757159303
217,70,RM,57.0,9906,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasA,Fa,N,SBrkr,810,518,0,1328,0.0,0.0,1,0,3,1,TA,8,Typ,0,None,Detchd,1940.0,Unf,1.0,210.0,TA,TA,Y,0,172,60,0,0,0,None,None,None,0,9,2006,WD,Family,2014.0,11.580593459194764
218,50,RL,70.0,15660,Pave,None,IR1,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341.0,Unf,0.0,457.0,798.0,GasA,Ex,Y,SBrkr,1137,817,0,1954,0.0,1.0,1,1,3,1,Gd,8,Typ,2,TA,Attchd,1939.0,Unf,2.0,431.0,TA,TA,Y,0,119,150,0,0,0,None,None,None,0,5,2008,WD,Normal,2752.0,12.649157827477366
219,120,RL,43.0,3010,Pave,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1232.0,1248.0,GasA,Ex,Y,SBrkr,1248,0,0,1248,0.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2005.0,Fin,2.0,438.0,TA,TA,Y,108,0,0,0,0,0,None,None,None,0,3,2006,New,Partial,2496.0,12.027191164883384
220,20,RL,73.0,8990,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1498.0,1498.0,GasA,Ex,Y,SBrkr,1498,0,0,1498,0.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2006.0,RFn,2.0,675.0,TA,TA,Y,351,33,0,0,0,0,None,None,None,0,4,2006,New,Partial,2996.0,12.230282214644559
221,60,RL,64.0,8068,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1010.0,1010.0,GasA,Ex,Y,SBrkr,1010,1257,0,2267,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2002.0,RFn,2.0,390.0,TA,TA,Y,120,46,0,0,0,0,None,None,None,0,12,2009,ConLI,Normal,3277.0,12.206077645517674
222,60,RL,85.0,11475,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550.0,Unf,0.0,163.0,713.0,GasA,TA,Y,SBrkr,811,741,0,1552,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2.0,434.0,TA,TA,Y,209,208,0,0,0,0,None,MnPrv,None,0,2,2006,WD,Normal,2265.0,12.100161978566867
223,20,RL,70.0,10500,Pave,None,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524.0,LwQ,180.0,160.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1989.0,Unf,2.0,576.0,TA,TA,Y,216,0,0,0,0,0,None,None,None,0,3,2009,WD,Abnorml,1728.0,11.48247656671073
224,20,RL,103.0,13472,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56.0,Unf,0.0,2336.0,2392.0,GasA,Ex,Y,SBrkr,2392,0,0,2392,0.0,0.0,2,0,3,1,Ex,8,Typ,1,Ex,Attchd,2003.0,Fin,3.0,968.0,TA,TA,Y,248,105,0,0,0,0,None,None,None,0,6,2009,WD,Normal,4784.0,12.864242696187505
225,160,RM,21.0,1680,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,TA,Y,SBrkr,630,672,0,1302,0.0,0.0,2,1,3,1,TA,6,Typ,0,None,Detchd,1991.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2009,COD,Abnorml,1932.0,11.626263078808801
226,60,RL,82.0,9950,Pave,None,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565.0,Unf,0.0,638.0,1203.0,GasA,Ex,Y,SBrkr,1214,1306,0,2520,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3.0,721.0,TA,TA,Y,224,114,0,0,0,0,None,None,None,0,6,2007,WD,Abnorml,3723.0,12.577639650232573
227,160,RM,21.0,1869,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321.0,Unf,0.0,162.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,TA,5,Typ,0,None,Detchd,1987.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,9,2008,WD,Normal,1470.0,11.571203807011969
228,20,RL,70.0,8521,Pave,None,Reg,Lvl,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842.0,Unf,0.0,70.0,912.0,GasA,TA,Y,SBrkr,912,0,0,912,0.0,0.0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1974.0,Unf,1.0,336.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,5,2010,WD,Normal,1824.0,11.736077016252437
229,120,RL,43.0,3182,Pave,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1357.0,1373.0,GasA,Ex,Y,SBrkr,1555,0,0,1555,0.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2005.0,Fin,2.0,430.0,TA,TA,Y,143,20,0,0,0,0,None,None,None,0,5,2009,WD,Normal,2928.0,12.167856627501678
230,20,RL,73.0,8760,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1194.0,1194.0,GasA,TA,Y,SBrkr,1194,0,0,1194,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1959.0,RFn,1.0,312.0,TA,TA,Y,0,0,120,0,0,0,None,None,None,0,4,2010,WD,Normal,2388.0,11.904974309480183
231,60,RL,174.0,15138,Pave,None,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689.0,Unf,0.0,773.0,1462.0,GasA,Ex,Y,SBrkr,1490,1304,0,2794,1.0,0.0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1995.0,Fin,3.0,810.0,TA,TA,Y,0,146,202,0,0,0,None,None,None,0,7,2009,WD,Normal,4256.0,12.90669432231532
232,160,RM,21.0,1680,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,483.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,TA,5,Typ,1,Po,Attchd,1972.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,1470.0,11.456365695436427
233,20,RL,75.0,10650,Pave,None,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182.0,ALQ,712.0,0.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1976.0,Unf,1.0,308.0,TA,TA,Y,365,0,0,0,0,0,None,MnPrv,None,0,2,2010,WD,Normal,1788.0,11.761354623750297
234,60,RL,64.0,7851,Pave,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,625.0,Unf,0.0,235.0,860.0,GasA,Ex,Y,SBrkr,860,1100,0,1960,1.0,0.0,2,1,4,1,Gd,8,Typ,2,TA,BuiltIn,2002.0,Fin,2.0,440.0,TA,TA,Y,288,48,0,0,0,0,None,None,None,0,5,2010,WD,Normal,2820.0,12.285350445351659
235,160,RM,21.0,1680,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358.0,Unf,0.0,125.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,TA,5,Typ,0,None,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2008,WD,Normal,1470.0,11.402005077384885
236,20,RL,65.0,8773,Pave,None,Reg,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1390.0,1414.0,GasA,Ex,Y,SBrkr,1414,0,0,1414,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2004.0,RFn,2.0,494.0,TA,TA,Y,132,105,0,0,0,0,None,None,None,0,5,2010,WD,Normal,2828.0,12.130815551850676
237,60,RL,67.0,9453,Pave,None,IR1,Lvl,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402.0,Unf,0.0,594.0,996.0,GasA,Ex,Y,SBrkr,1014,730,0,1744,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1993.0,RFn,2.0,457.0,TA,TA,Y,370,70,0,238,0,0,None,None,None,0,2,2010,WD,Normal,2740.0,12.178192583415596
238,20,RL,93.0,12030,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1694.0,1694.0,GasA,Ex,Y,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2007.0,Fin,3.0,818.0,TA,TA,Y,168,228,0,0,0,0,None,None,None,0,12,2007,New,Partial,3388.0,12.669809806411457
239,50,RL,52.0,8741,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,94.0,Unf,0.0,641.0,735.0,GasA,TA,Y,FuseA,798,689,0,1487,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,1.0,220.0,TA,TA,Y,0,140,0,0,0,0,None,MnPrv,None,0,4,2010,WD,Normal,2222.0,11.635151947212842
240,20,FV,75.0,9000,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078.0,Unf,0.0,488.0,1566.0,GasA,Ex,Y,SBrkr,1566,0,0,1566,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2008.0,RFn,2.0,750.0,TA,TA,Y,144,168,0,0,0,0,None,None,None,0,4,2010,WD,Normal,3132.0,12.47801017053037
241,30,RM,40.0,3880,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,329.0,Unf,0.0,357.0,686.0,GasA,Gd,Y,SBrkr,866,0,0,866,0.0,0.0,1,0,2,1,Gd,4,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,58,42,0,0,0,0,None,None,None,0,8,2007,WD,Normal,1552.0,11.612779849672751
242,50,RM,63.0,5000,Pave,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,540.0,540.0,GasA,Gd,N,FuseA,889,551,0,1440,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1940.0,Unf,1.0,352.0,Fa,TA,Y,0,0,77,0,0,0,None,None,None,0,4,2006,WD,Normal,1980.0,11.277215789596893
243,160,RL,75.0,10762,Pave,None,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,626.0,626.0,GasA,TA,Y,SBrkr,626,591,0,1217,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,RFn,1.0,288.0,TA,TA,Y,0,28,0,0,0,0,None,None,None,0,4,2009,WD,Normal,1843.0,11.695255355062795
244,60,RL,67.0,8880,Pave,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695.0,Unf,0.0,253.0,948.0,GasA,Ex,Y,SBrkr,1222,888,0,2110,1.0,0.0,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,1994.0,RFn,2.0,463.0,TA,TA,Y,0,130,0,0,0,0,None,None,None,0,5,2010,WD,Normal,3058.0,12.230770136157428
245,20,RL,80.0,10400,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,929.0,Unf,0.0,916.0,1845.0,GasA,Gd,Y,SBrkr,1872,0,0,1872,0.0,1.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1988.0,Fin,2.0,604.0,TA,TA,Y,197,39,0,0,0,0,None,None,None,0,6,2006,WD,Normal,3717.0,12.394628892852941
246,190,RM,69.0,9142,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0.0,Unf,0.0,1020.0,1020.0,GasA,Gd,N,FuseP,908,1020,0,1928,0.0,0.0,2,0,4,2,Fa,9,Typ,0,None,Detchd,1910.0,Unf,1.0,440.0,Po,Po,Y,0,60,112,0,0,0,None,None,None,0,4,2006,WD,Normal,2948.0,11.827743504053695
247,20,RL,75.0,11310,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1367.0,1367.0,GasA,Ex,Y,SBrkr,1375,0,0,1375,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1954.0,Unf,2.0,451.0,TA,TA,Y,0,30,0,0,0,0,None,None,None,0,6,2006,WD,Normal,2742.0,11.849404844423074
248,60,RL,72.0,11317,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,828,0,1668,0.0,0.0,2,1,3,1,Gd,8,Typ,0,None,Attchd,2003.0,RFn,2.0,500.0,TA,TA,Y,144,68,0,0,0,0,None,None,None,0,9,2007,WD,Normal,2508.0,12.100717685412471
249,50,RL,80.5,159000,Pave,None,IR2,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697.0,Unf,0.0,747.0,1444.0,GasA,Gd,Y,SBrkr,1444,700,0,2144,0.0,1.0,2,0,4,1,Gd,7,Typ,2,TA,Attchd,1958.0,Fin,2.0,389.0,TA,TA,Y,0,98,0,0,0,0,None,None,Shed,500,6,2007,WD,Normal,3588.0,12.531776395271262
250,30,RL,55.0,5350,Pave,None,IR1,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,1306,0,0,1306,0.0,0.0,1,0,3,1,Fa,6,Mod,0,None,None,0.0,None,0.0,0.0,None,None,Y,263,0,0,0,0,0,None,GdWo,Shed,450,5,2010,WD,Normal,2034.0,11.245059091624615
251,120,RM,44.0,4750,Pave,None,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573.0,Unf,0.0,0.0,1573.0,GasA,Ex,Y,SBrkr,1625,0,0,1625,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,Fin,2.0,538.0,TA,TA,Y,123,0,0,0,153,0,None,None,None,0,12,2007,WD,Family,3198.0,12.367345048436391
252,60,RL,65.0,8366,Pave,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,GasA,Ex,Y,SBrkr,798,842,0,1640,0.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2004.0,RFn,2.0,520.0,TA,TA,Y,138,45,0,0,0,0,None,None,None,0,12,2008,WD,Normal,2438.0,12.06105265381003
253,80,RL,85.0,9350,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270.0,ALQ,580.0,452.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,1302,0.0,1.0,2,0,3,1,Gd,7,Min1,0,None,Attchd,1964.0,RFn,1.0,309.0,TA,TA,Y,333,0,0,0,0,0,None,MnPrv,None,0,10,2007,CWD,Normal,2604.0,11.970356641102999
254,20,RL,70.0,8400,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,922.0,Unf,0.0,392.0,1314.0,GasA,TA,Y,SBrkr,1314,0,0,1314,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1957.0,RFn,1.0,294.0,TA,TA,Y,250,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,2628.0,11.884495917930655
255,60,RL,66.0,8738,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,975.0,975.0,GasA,Ex,Y,SBrkr,1005,1286,0,2291,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1999.0,Fin,2.0,429.0,TA,TA,Y,192,0,0,0,0,0,None,None,None,0,2,2006,WD,Normal,3266.0,12.345838935721968
256,60,FV,64.0,8791,Pave,None,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503.0,Unf,0.0,361.0,864.0,GasA,Ex,Y,SBrkr,864,864,0,1728,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2.0,673.0,TA,TA,Y,216,56,0,0,0,0,None,None,None,0,5,2008,WD,Normal,2592.0,12.242891437918386
257,20,RL,68.0,8814,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1334.0,Unf,0.0,270.0,1604.0,GasA,Ex,Y,SBrkr,1604,0,0,1604,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2.0,660.0,TA,TA,Y,123,110,0,0,0,0,None,None,None,0,3,2009,WD,Abnorml,3208.0,12.301387370778713
258,60,RL,80.0,12435,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,361.0,Unf,0.0,602.0,963.0,GasA,Ex,Y,SBrkr,963,829,0,1792,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,2.0,564.0,TA,TA,Y,0,96,0,245,0,0,None,None,None,0,5,2008,WD,Normal,2755.0,12.352339472153524
259,20,RM,70.0,12702,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,PConc,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Gd,Y,FuseA,882,0,0,882,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1956.0,Unf,1.0,308.0,TA,TA,Y,0,45,0,0,0,0,None,None,None,0,12,2008,WD,Normal,882.0,11.48247656671073
260,80,RL,120.0,19296,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,672.0,ALQ,690.0,0.0,1362.0,GasA,TA,Y,SBrkr,1382,0,0,1382,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1991.0,Unf,2.0,884.0,TA,TA,Y,0,0,252,0,0,0,None,GdWo,None,0,5,2009,WD,Normal,2744.0,12.07824495582233
